feature,label_en,official_item_name_raw,source_stat,stat_table_id,item_code,unit,observation_years,raw_or_derived,transformation_or_definition,analysis_role,missing_rate_panel,retrieval_recorded_at,metadata_note,label_safe,source_dataset,ssdse_version,ssdse_item_code,reference_year,formula,temporal_safe,source_url
I5211,Official e-Stat municipal indicator I5211,I5211_病院病床数,e-Stat SSDS municipal data,0000020209,I5211,See preserved e-Stat metadata @unit,"2010,2020",raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.00027419797093501506,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,I5211_病院病床数,e-Stat SSDS municipal data,,,,No panel transformation; model-time imputation/scaling is fit inside folds.,,
I6100,Official e-Stat municipal indicator I6100,医師数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,I6100,See preserved e-Stat metadata @unit,"2010,2020",raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.0,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,医師数,SSDSE-A-2026,2026,I6100,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
population_density,population density,,derived from e-Stat inputs,,,count / transformed count,"2010,2020",derived,A1101 / B1101; denominator > 0,derived predictor,0.00027419797093501506,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,derived from e-Stat inputs,,,,A1101 / B1101; denominator > 0,,
aging_share_65plus,age 65+ share,,derived from e-Stat inputs,,,proportion,"2010,2020",derived,A1303 / A1101; denominator > 0,derived predictor,0.00027419797093501506,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,A1303 / A1101; denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
working_age_share_15_64,working-age share,,derived from e-Stat inputs,,,proportion,"2010,2020",derived,A1302 / A1101; denominator > 0,derived predictor,0.00027419797093501506,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,A1302 / A1101; denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
youth_share_0_14,youth share,,derived from e-Stat inputs,,,proportion,"2010,2020",derived,A1301 / A1101; denominator > 0,derived predictor,0.00027419797093501506,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,A1301 / A1101; denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
log_commuters,log commuting/schooling population,,derived from e-Stat inputs,,,count / transformed count,"2010,2020",derived,log1p(commuters),"derived, descriptive only",0.00027419797093501506,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,derived from e-Stat inputs,,,,log1p(commuters),,
rail_pp,"rail use share, percentage points",,derived from e-Stat inputs,,,count / transformed count,"2010,2020",derived,100 * rail_any_share,"derived, descriptive only",0.00027419797093501506,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,derived from e-Stat inputs,,,,100 * rail_any_share,,
prefecture_name,prefecture_name,,panel identifier,,,code/year/name,2020,identifier,municipality code join key or observation time/name field,identifier,0.5226213326021387,,,,panel identifier,,,,municipality code join key or observation time/name field,,
municipality_name,municipality_name,,panel identifier,,,code/year/name,2020,identifier,municipality code join key or observation time/name field,identifier,0.5226213326021387,,,,panel identifier,,,,municipality code join key or observation time/name field,,
A110101,Official e-Stat municipal indicator A110101,総人口（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A110101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,総人口（男）,SSDSE-A-2026,2026,A110101,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A110102,Official e-Stat municipal indicator A110102,総人口（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A110102,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,総人口（女）,SSDSE-A-2026,2026,A110102,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A110201,Official e-Stat municipal indicator A110201,日本人人口（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A110201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,日本人人口（男）,SSDSE-A-2026,2026,A110201,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A110202,Official e-Stat municipal indicator A110202,日本人人口（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A110202,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,日本人人口（女）,SSDSE-A-2026,2026,A110202,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A130101,Official e-Stat municipal indicator A130101,15歳未満人口（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A130101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,15歳未満人口（男）,SSDSE-A-2026,2026,A130101,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A130102,Official e-Stat municipal indicator A130102,15歳未満人口（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A130102,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,15歳未満人口（女）,SSDSE-A-2026,2026,A130102,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A130201,Official e-Stat municipal indicator A130201,15～64歳人口（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A130201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,15～64歳人口（男）,SSDSE-A-2026,2026,A130201,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A130202,Official e-Stat municipal indicator A130202,15～64歳人口（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A130202,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,15～64歳人口（女）,SSDSE-A-2026,2026,A130202,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A130301,Official e-Stat municipal indicator A130301,65歳以上人口（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A130301,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,65歳以上人口（男）,SSDSE-A-2026,2026,A130301,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A130302,Official e-Stat municipal indicator A130302,65歳以上人口（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A130302,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,65歳以上人口（女）,SSDSE-A-2026,2026,A130302,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A1419,Official e-Stat municipal indicator A1419,75歳以上人口,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A1419,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,75歳以上人口,SSDSE-A-2026,2026,A1419,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A141901,Official e-Stat municipal indicator A141901,75歳以上人口（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A141901,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,75歳以上人口（男）,SSDSE-A-2026,2026,A141901,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A141902,Official e-Stat municipal indicator A141902,75歳以上人口（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A141902,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,75歳以上人口（女）,SSDSE-A-2026,2026,A141902,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A1700,Official e-Stat municipal indicator A1700,外国人人口,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A1700,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,外国人人口,SSDSE-A-2026,2026,A1700,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A4101,Official e-Stat municipal indicator A4101,出生数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A4101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,出生数,SSDSE-A-2026,2026,A4101,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A4200,Official e-Stat municipal indicator A4200,死亡数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A4200,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,死亡数,SSDSE-A-2026,2026,A4200,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A5101,Official e-Stat municipal indicator A5101,転入者数（日本人移動者）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A5101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,転入者数（日本人移動者）,SSDSE-A-2026,2026,A5101,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A5102,Official e-Stat municipal indicator A5102,転出者数（日本人移動者）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A5102,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,転出者数（日本人移動者）,SSDSE-A-2026,2026,A5102,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A7101,Official e-Stat municipal indicator A7101,世帯数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A7101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,世帯数,SSDSE-A-2026,2026,A7101,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A710101,Official e-Stat municipal indicator A710101,一般世帯数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A710101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,一般世帯数,SSDSE-A-2026,2026,A710101,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A710201,Official e-Stat municipal indicator A710201,一般世帯人員数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A710201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,一般世帯人員数,SSDSE-A-2026,2026,A710201,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A810102,Official e-Stat municipal indicator A810102,核家族世帯数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A810102,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,核家族世帯数,SSDSE-A-2026,2026,A810102,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A810105,Official e-Stat municipal indicator A810105,単独世帯数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A810105,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,単独世帯数,SSDSE-A-2026,2026,A810105,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A811102,Official e-Stat municipal indicator A811102,65歳以上の世帯員のいる核家族世帯数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A811102,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,65歳以上の世帯員のいる核家族世帯数,SSDSE-A-2026,2026,A811102,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A8201,Official e-Stat municipal indicator A8201,夫65歳以上、妻60歳以上の夫婦のみの世帯数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A8201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,夫65歳以上、妻60歳以上の夫婦のみの世帯数,SSDSE-A-2026,2026,A8201,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A8301,Official e-Stat municipal indicator A8301,65歳以上世帯員の単独世帯数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A8301,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,65歳以上世帯員の単独世帯数,SSDSE-A-2026,2026,A8301,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A9101,Official e-Stat municipal indicator A9101,婚姻件数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A9101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,婚姻件数,SSDSE-A-2026,2026,A9101,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
A9201,Official e-Stat municipal indicator A9201,離婚件数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,A9201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,離婚件数,SSDSE-A-2026,2026,A9201,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C2108,Official e-Stat municipal indicator C2108,事業所数（民営）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C2108,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）,SSDSE-A-2026,2026,C2108,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210832,Official e-Stat municipal indicator C210832,事業所数（民営）（農業、林業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210832,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（農業、林業）,SSDSE-A-2026,2026,C210832,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210833,Official e-Stat municipal indicator C210833,事業所数（民営）（漁業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210833,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（漁業）,SSDSE-A-2026,2026,C210833,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210835,Official e-Stat municipal indicator C210835,事業所数（民営）（鉱業、採石業、砂利採取業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210835,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（鉱業、採石業、砂利採取業）,SSDSE-A-2026,2026,C210835,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
